"transcript_year","state_name","place_name","n"
"2015","Wisconsin","Weyauwega city",57
"2016","Alabama","Andalusia city",15
"2016","Alabama","Argo town",3
"2016","Alabama","Brewton city",9
"2016","Alabama","Cullman city",1
"2016","Alabama","Fairhope city",3
"2016","Alabama","Fort Payne city",13
"2016","Alabama","Hamilton city",13
"2016","Alabama","Huntsville city",12
"2016","Alabama","Jackson County",28
"2016","Alabama","Lincoln city",3
"2016","Alabama","Marion County",5
"2016","Alabama","Mobile city",20
"2016","Alabama","Montgomery city",2
"2016","Alabama","Northport city",16
"2016","Alabama","Scottsboro city",69
"2016","Arizona","Chino Valley town",13
"2016","Arizona","Cottonwood city",7
"2016","Arizona","Nogales city",7
"2016","Arizona","Show Low city",28
"2016","Arkansas","Arkansas City city",67
"2016","Arkansas","Bella Vista city",9
"2016","Arkansas","Bryant city",6
"2016","Arkansas","Conway city",7
"2016","Arkansas","Fayetteville city",2
"2016","California","Albany city",6
"2016","California","Anaheim city",6
"2016","California","Angels city",19
"2016","California","Atherton town",8
"2016","California","Atwater city",8
"2016","California","Beaumont city",11
"2016","California","Calaveras County",1
"2016","California","California City city",14
"2016","California","Canyon Lake city",4
"2016","California","Ceres city",17
"2016","California","Chico city",19
"2016","California","Cloverdale city",2
"2016","California","Emeryville city",12
"2016","California","Glendale city",94
"2016","California","Inglewood city",10
"2016","California","Lassen County",10
"2016","California","National City city",1
"2016","California","Oakland city",1
"2016","California","Oceanside city",2
"2016","California","Ojai city",8
"2016","California","Pacifica city",15
"2016","California","Pasadena city",25
"2016","California","Ripon city",1
"2016","California","Riverbank city",19
"2016","California","Roseville city",1
"2016","California","San Anselmo town",2
"2016","California","San Bruno city",232
"2016","California","San Mateo city",2
"2016","California","Santa Rosa city",2
"2016","California","Stockton city",1
"2016","California","Susanville city",5
"2016","California","Temecula city",1
"2016","California","Temple City city",6
"2016","California","Watsonville city",2
"2016","California","Wildomar city",6
"2016","California","Yuba City city",247
"2016","Colorado","Basalt town",1
"2016","Colorado","Cripple Creek city",4
"2016","Colorado","Lakewood city",6
"2016","Colorado","Monte Vista city",2
"2016","Colorado","Northglenn city",9
"2016","Colorado","Thornton city",23
"2016","Florida","Orlando city",3
"2016","Florida","Temple Terrace city",2
"2016","Florida","Titusville city",1
"2016","Georgia","Brookhaven city",2
"2016","Georgia","Forsyth County",4
"2016","Georgia","Lake Park city",1
"2016","Georgia","Milledgeville city",13
"2016","Georgia","Pickens County",46
"2016","Idaho","Meridian city",2
"2016","Idaho","Post Falls city",28
"2016","Idaho","Twin Falls city",9
"2016","Illinois","Bartlett village",44
"2016","Illinois","Batavia city",17
"2016","Illinois","Chatham village",6
"2016","Illinois","Chicago city",5
"2016","Illinois","Darien city",2
"2016","Illinois","DeKalb city",1
"2016","Illinois","East St. Louis city",4
"2016","Illinois","Elmhurst city",18
"2016","Illinois","Evanston city",60
"2016","Illinois","Fairbury city",6
"2016","Illinois","Geneva city",12
"2016","Illinois","Glencoe village",3
"2016","Illinois","Highwood city",14
"2016","Illinois","Hoffman village",10
"2016","Illinois","Joliet city",28
"2016","Illinois","Kane County",3
"2016","Illinois","Kankakee County",6
"2016","Illinois","Lockport city",1
"2016","Illinois","Marion city",6
"2016","Illinois","McHenry city",14
"2016","Illinois","Monee village",75
"2016","Illinois","Morton village",24
"2016","Illinois","Springfield city",4
"2016","Illinois","Wilmington city",1
"2016","Indiana","Camden town",8
"2016","Indiana","Delaware County",13
"2016","Indiana","East Chicago city",1
"2016","Indiana","Jeffersonville city",7
"2016","Iowa","Independence city",6
"2016","Iowa","Tipton city",4
"2016","Iowa","Waterloo city",13
"2016","Iowa","Waverly city",16
"2016","Kansas","Hutchinson city",7
"2016","Kentucky","Dayton city",2
"2016","Kentucky","Georgetown city",10
"2016","Louisiana","Baton Rouge city",1
"2016","Maine","Auburn city",1
"2016","Maine","Ellsworth city",15
"2016","Maine","Lebanon town",1
"2016","Maine","Newburgh town",18
"2016","Maine","Oakland town",2
"2016","Maryland","Rising Sun town",7
"2016","Massachusetts","Amherst town",1
"2016","Massachusetts","Brockton city",3
"2016","Massachusetts","Carver town",4
"2016","Massachusetts","Conway town",10
"2016","Massachusetts","Deerfield town",16
"2016","Massachusetts","Dover town",23
"2016","Massachusetts","Medford city",3
"2016","Massachusetts","Milford town",36
"2016","Massachusetts","North Reading town",6
"2016","Massachusetts","Whately town",6
"2016","Massachusetts","Winthrop Town city",2
"2016","Michigan","Albion city",10
"2016","Michigan","Armada village",20
"2016","Michigan","Bay County",21
"2016","Michigan","Casco township",6
"2016","Michigan","Dearborn city",2
"2016","Michigan","Dickinson County",14
"2016","Michigan","Garden City city",6
"2016","Michigan","Goodrich village",9
"2016","Michigan","Hazel Park city",2
"2016","Michigan","Kent County",28
"2016","Michigan","Lenox township",4
"2016","Michigan","Livonia city",12
"2016","Michigan","Lowell city",10
"2016","Michigan","Madison Heights city",16
"2016","Michigan","Manistee city",1
"2016","Michigan","Memphis city",20
"2016","Michigan","Norway city",19
"2016","Michigan","Romulus city",35
"2016","Michigan","Saginaw city",10
"2016","Michigan","Saline city",48
"2016","Michigan","St. Clair County",18
"2016","Michigan","Union City village",1
"2016","Minnesota","Albertville city",19
"2016","Minnesota","Breezy Point city",7
"2016","Minnesota","Cannon Falls city",1
"2016","Minnesota","Chanhassen city",7
"2016","Minnesota","Eveleth city",6
"2016","Minnesota","Fairfax city",3
"2016","Minnesota","Fergus Falls city",9
"2016","Minnesota","Grand Marais city",2
"2016","Minnesota","Kenyon city",17
"2016","Minnesota","Mayer city",10
"2016","Minnesota","Minneapolis city",120
"2016","Minnesota","Minnetrista city",3
"2016","Minnesota","Montrose city",11
"2016","Minnesota","New Prague city",3
"2016","Minnesota","New Ulm city",7
"2016","Minnesota","Pierz city",15
"2016","Minnesota","St. Louis Park city",2
"2016","Minnesota","Winona city",1
"2016","Mississippi","Biloxi city",1
"2016","Mississippi","Carroll County",14
"2016","Missouri","Ava city",12
"2016","Missouri","Blue Springs city",17
"2016","Missouri","Boonville city",16
"2016","Missouri","Brentwood city",5
"2016","Missouri","Cape Girardeau city",18
"2016","Missouri","De Soto city",10
"2016","Missouri","Edina city",2
"2016","Missouri","Florissant city",3
"2016","Missouri","Forsyth city",2
"2016","Missouri","Fulton city",17
"2016","Missouri","Jefferson City city",8
"2016","Missouri","Mexico city",1
"2016","Missouri","Republic city",20
"2016","Missouri","St. Charles County",6
"2016","Missouri","St. Louis County",11
"2016","Missouri","St. Louis city",76
"2016","Montana","Libby city",3
"2016","Montana","Mineral County",3
"2016","Montana","Whitefish city",3
"2016","Nebraska","Alexandria village",1
"2016","Nebraska","Beatrice city",18
"2016","Nebraska","Bellevue city",2
"2016","Nebraska","Bridgeport city",8
"2016","Nebraska","Douglas County",15
"2016","Nebraska","Norfolk city",24
"2016","Nebraska","Omaha city",36
"2016","Nevada","North Las Vegas city",6
"2016","Nevada","Reno city",2
"2016","New Hampshire","Brookfield town",8
"2016","New Hampshire","Carroll County",7
"2016","New Hampshire","Litchfield town",27
"2016","New Hampshire","Ossipee town",32
"2016","New Hampshire","Tamworth town",7
"2016","New Hampshire","Wakefield town",6
"2016","New Jersey","Asbury Park city",6
"2016","New Jersey","Bloomingdale borough",15
"2016","New Jersey","Fanwood borough",2
"2016","New Jersey","Franklin borough",16
"2016","New Jersey","Garwood borough",4
"2016","New Jersey","Gloucester City city",18
"2016","New Jersey","Hackensack city",8
"2016","New Jersey","Hamilton township",8
"2016","New Jersey","Hanover township",14
"2016","New Jersey","Hawthorne borough",1
"2016","New Jersey","Highlands borough",2
"2016","New Jersey","Jersey City city",3
"2016","New Jersey","Linden city",1
"2016","New Jersey","Middletown township",15
"2016","New Jersey","Milltown borough",1
"2016","New Jersey","New Brunswick city",11
"2016","New Jersey","Raritan borough",2
"2016","New Jersey","Red Bank borough",1
"2016","New Jersey","Vernon township",4
"2016","New Jersey","West Milford township",2
"2016","New Mexico","Las Vegas city",1
"2016","New Mexico","Taos County",2
"2016","New York","Auburn city",2
"2016","New York","Dunkirk city",1
"2016","New York","Eden town",12
"2016","New York","Fishkill village",1
"2016","New York","Kingston city",21
"2016","New York","Long Beach city",4
"2016","New York","New Paltz village",1
"2016","New York","Plattsburgh city",19
"2016","New York","Rye city",10
"2016","New York","Schenectady city",18
"2016","New York","Tuckahoe village",15
"2016","New York","Webster town",19
"2016","North Carolina","Alexander County",3
"2016","North Carolina","Beaufort County",16
"2016","North Carolina","Bladen County",10
"2016","North Carolina","Buncombe County",12
"2016","North Carolina","Burlington city",14
"2016","North Carolina","Cajah's Mountain town",1
"2016","North Carolina","Catawba County",1
"2016","North Carolina","Duck town",1
"2016","North Carolina","Durham city",12
"2016","North Carolina","Edenton town",14
"2016","North Carolina","Edgecombe County",2
"2016","North Carolina","Fayetteville city",4
"2016","North Carolina","Haywood County",3
"2016","North Carolina","Holly Springs town",2
"2016","North Carolina","Jacksonville city",9
"2016","North Carolina","Kill Devil Hills town",8
"2016","North Carolina","Kitty Hawk town",7
"2016","North Carolina","Lake Lure town",8
"2016","North Carolina","Lenoir city",1
"2016","North Carolina","Lewisville town",7
"2016","North Carolina","Macon County",5
"2016","North Carolina","Madison County",14
"2016","North Carolina","Morganton city",12
"2016","North Carolina","Nashville town",12
"2016","North Carolina","New Bern city",5
"2016","North Carolina","Onslow County",8
"2016","North Carolina","Pitt County",8
"2016","North Carolina","Pittsboro town",2
"2016","North Carolina","Smithfield town",4
"2016","North Carolina","Sunset Beach town",3
"2016","North Carolina","Waxhaw town",12
"2016","Ohio","Athens city",3
"2016","Ohio","Beach City village",1
"2016","Ohio","Brook Park city",1
"2016","Ohio","Brooklyn city",1
"2016","Ohio","Bryan city",21
"2016","Ohio","Columbus city",14
"2016","Ohio","Dublin city",11
"2016","Ohio","East Cleveland city",261
"2016","Ohio","Eastlake city",13
"2016","Ohio","Forest Park city",32
"2016","Ohio","Geauga County",34
"2016","Ohio","Heath city",3
"2016","Ohio","Hicksville village",20
"2016","Ohio","Huber Heights city",1
"2016","Ohio","Lakewood city",6
"2016","Ohio","Lima city",16
"2016","Ohio","Lordstown village",15
"2016","Ohio","Middletown city",19
"2016","Ohio","New Paris village",1
"2016","Ohio","North Canton city",1
"2016","Ohio","Port Clinton city",7
"2016","Ohio","Portage village",5
"2016","Ohio","Reminderville village",2
"2016","Ohio","St. Marys city",18
"2016","Ohio","Steubenville city",23
"2016","Ohio","Twinsburg city",18
"2016","Ohio","Vandalia city",18
"2016","Ohio","Waynesfield village",6
"2016","Ohio","West Milton village",8
"2016","Ohio","Whitehall city",4
"2016","Ohio","Xenia city",6
"2016","Oklahoma","Bartlesville city",4
"2016","Oklahoma","Bethany city",1
"2016","Oklahoma","Freedom town",90
"2016","Oklahoma","Guthrie city",3
"2016","Oklahoma","Logan County",16
"2016","Oklahoma","Moore city",13
"2016","Oklahoma","Norman city",10
"2016","Oklahoma","Oklahoma City city",34
"2016","Oklahoma","Stillwater city",7
"2016","Oklahoma","Woods County",11
"2016","Oregon","Albany city",11
"2016","Oregon","Canby city",3
"2016","Oregon","Curry County",1
"2016","Oregon","Depoe Bay city",11
"2016","Oregon","Dunes City city",5
"2016","Oregon","Eugene city",172
"2016","Oregon","Lake County",23
"2016","Oregon","Lakeview town",73
"2016","Oregon","Lincoln City city",12
"2016","Oregon","Marion County",14
"2016","Oregon","McMinnville city",2
"2016","Oregon","Salem city",5
"2016","Oregon","Stayton city",5
"2016","Oregon","Yamhill County",1
"2016","Oregon","Yamhill city",4
"2016","Pennsylvania","Bristol borough",9
"2016","Pennsylvania","Colwyn borough",1
"2016","Pennsylvania","Elizabeth borough",2
"2016","Pennsylvania","Erie County",21
"2016","Pennsylvania","Jenkintown borough",1
"2016","Pennsylvania","Lebanon County",3
"2016","Pennsylvania","Lower Pottsgrove township",1
"2016","Pennsylvania","Monaca borough",2
"2016","Pennsylvania","Norristown borough",10
"2016","Pennsylvania","North Abington township",5
"2016","Pennsylvania","Penn borough",1
"2016","Pennsylvania","Susquehanna County",10
"2016","Rhode Island","Central Falls city",3
"2016","Rhode Island","North Smithfield town",13
"2016","South Carolina","Aiken city",18
"2016","South Carolina","Anderson city",22
"2016","South Carolina","Dillon County",20
"2016","South Carolina","Laurens County",1
"2016","South Dakota","Alcester city",1
"2016","South Dakota","Hartford city",8
"2016","South Dakota","Hot Springs city",7
"2016","South Dakota","Mitchell city",8
"2016","South Dakota","Pennington County",6
"2016","South Dakota","Sioux Falls city",200
"2016","Tennessee","Algood city",5
"2016","Tennessee","Blount County",56
"2016","Tennessee","Cookeville city",8
"2016","Tennessee","Nashville-Davidson metropolitan government (balance)",20
"2016","Texas","Austin city",32
"2016","Texas","Ballinger city",19
"2016","Texas","Brownsville city",3
"2016","Texas","Castle Hills city",6
"2016","Texas","Denison city",19
"2016","Texas","Farmers Branch city",22
"2016","Texas","Granbury city",5
"2016","Texas","Highland Village city",2
"2016","Texas","Lake City town",17
"2016","Texas","Miami city",72
"2016","Texas","Mineral Wells city",1
"2016","Texas","Mission city",16
"2016","Texas","Missouri City city",11
"2016","Texas","Muleshoe city",27
"2016","Texas","Potter County",13
"2016","Texas","Princeton city",20
"2016","Texas","Rose City city",67
"2016","Texas","Schertz city",10
"2016","Texas","Somervell County",3
"2016","Utah","Centerville city",1
"2016","Utah","Daniel town",2
"2016","Utah","Elk Ridge city",5
"2016","Utah","Orem city",9
"2016","Utah","Payson city",4
"2016","Utah","Provo city",10
"2016","Utah","West Jordan city",8
"2016","Utah","West Valley City city",38
"2016","Vermont","Burlington city",9
"2016","Vermont","Charlotte town",1
"2016","Vermont","Winooski city",8
"2016","Virginia","Abingdon town",2
"2016","Virginia","Bristol city",1
"2016","Virginia","Cape Charles town",5
"2016","Virginia","Danville city",15
"2016","Virginia","Lynchburg city",1
"2016","Virginia","Montgomery County",14
"2016","Virginia","Orange County",5
"2016","Virginia","Pittsylvania County",19
"2016","Virginia","Poquoson city",2
"2016","Virginia","Portsmouth city",16
"2016","Virginia","Rappahannock County",4
"2016","Virginia","Tazewell town",3
"2016","Washington","Bothell city",18
"2016","Washington","College Place city",2
"2016","Washington","Federal Way city",9
"2016","Washington","Gold Bar city",1
"2016","Washington","Issaquah city",1
"2016","Washington","Port Angeles city",2
"2016","Washington","Renton city",20
"2016","Washington","Sedro-Woolley city",22
"2016","Washington","Vader city",22
"2016","Washington","Whatcom County",4
"2016","Washington","Yakima city",1
"2016","Wisconsin","Amery city",3
"2016","Wisconsin","Beloit city",3
"2016","Wisconsin","Eau Claire County",1
"2016","Wisconsin","Eau Claire city",6
"2016","Wisconsin","Jefferson city",3
"2016","Wisconsin","Lake Mills city",67
"2016","Wisconsin","Mequon city",3
"2016","Wisconsin","Milton city",13
"2016","Wisconsin","Nekoosa city",1
"2016","Wisconsin","Oregon village",25
"2016","Wisconsin","Platteville city",13
"2016","Wisconsin","Sun Prairie city",13
"2016","Wisconsin","Weyauwega city",51
"2016","Wyoming","Casper city",29
"2016","Wyoming","Laramie city",2
"2017","Alabama","Andalusia city",15
"2017","Alabama","Anniston city",1
"2017","Alabama","Argo town",8
"2017","Alabama","Brewton city",3
"2017","Alabama","DeKalb County",12
"2017","Alabama","Fairhope city",39
"2017","Alabama","Fort Payne city",48
"2017","Alabama","Homewood city",18
"2017","Alabama","Huntsville city",11
"2017","Alabama","Irondale city",14
"2017","Alabama","Jackson County",67
"2017","Alabama","Mobile city",40
"2017","Alabama","Montgomery city",7
"2017","Alabama","Northport city",17
"2017","Alabama","Red Bay city",3
"2017","Alabama","Scottsboro city",46
"2017","Alabama","Smiths Station city",2
"2017","Alabama","Tuskegee city",1
"2017","Arizona","Apache Junction city",3
"2017","Arizona","Chino Valley town",19
"2017","Arizona","Cottonwood city",38
"2017","Arizona","Lake Havasu City city",5
"2017","Arizona","Nogales city",12
"2017","Arizona","Show Low city",25
"2017","Arkansas","Bella Vista city",9
"2017","Arkansas","Conway city",9
"2017","Arkansas","Greenwood city",8
"2017","Arkansas","Springdale city",21
"2017","Arkansas","Van Buren city",5
"2017","California","Alameda city",8
"2017","California","Albany city",27
"2017","California","Anaheim city",4
"2017","California","Angels city",52
"2017","California","Antioch city",5
"2017","California","Atherton town",31
"2017","California","Atwater city",8
"2017","California","Beaumont city",12
"2017","California","Burbank city",2
"2017","California","Calaveras County",5
"2017","California","California City city",13
"2017","California","Canyon Lake city",16
"2017","California","Ceres city",20
"2017","California","Chico city",16
"2017","California","Clearlake city",1
"2017","California","Cloverdale city",9
"2017","California","Corona city",5
"2017","California","Emeryville city",2
"2017","California","Fairfax town",3
"2017","California","Glendale city",97
"2017","California","Inglewood city",25
"2017","California","Lassen County",9
"2017","California","National City city",1
"2017","California","Oakland city",2
"2017","California","Oceanside city",10
"2017","California","Ojai city",16
"2017","California","Pacifica city",81
"2017","California","Pasadena city",21
"2017","California","Ripon city",8
"2017","California","Riverbank city",16
"2017","California","San Anselmo town",11
"2017","California","San Bruno city",228
"2017","California","San Joaquin County",1
"2017","California","San Mateo city",3
"2017","California","Santa Monica city",11
"2017","California","Santa Rosa city",21
"2017","California","Stockton city",4
"2017","California","Tehachapi city",8
"2017","California","Temecula city",14
"2017","California","Temple City city",17
"2017","California","Watsonville city",3
"2017","California","West Covina city",15
"2017","California","Yuba City city",183
"2017","Colorado","Alamosa city",18
"2017","Colorado","Basalt town",1
"2017","Colorado","Boulder city",5
"2017","Colorado","Evans city",1
"2017","Colorado","Lakewood city",10
"2017","Colorado","Longmont city",1
"2017","Colorado","Monte Vista city",8
"2017","Colorado","Montezuma County",7
"2017","Colorado","Northglenn city",9
"2017","Colorado","Thornton city",24
"2017","Colorado","Trinidad city",11
"2017","Colorado","Wiggins town",4
"2017","Connecticut","Danbury city",3
"2017","Connecticut","Fairfield County",15
"2017","Connecticut","New Milford town",2
"2017","Connecticut","Norwalk city",5
"2017","Florida","Orlando city",17
"2017","Florida","Titusville city",22
"2017","Georgia","Brookhaven city",1
"2017","Georgia","Calhoun city",1
"2017","Georgia","Forsyth County",15
"2017","Georgia","Garden City city",1
"2017","Georgia","Lake Park city",1
"2017","Georgia","Milledgeville city",17
"2017","Georgia","Pickens County",35
"2017","Idaho","Meridian city",3
"2017","Idaho","Post Falls city",25
"2017","Idaho","Twin Falls city",6
"2017","Illinois","Bartlett village",50
"2017","Illinois","Batavia city",11
"2017","Illinois","Carlinville city",8
"2017","Illinois","Chatham village",5
"2017","Illinois","Chicago city",12
"2017","Illinois","Darien city",4
"2017","Illinois","DeKalb city",4
"2017","Illinois","Dolton village",2
"2017","Illinois","Elmhurst city",17
"2017","Illinois","Evanston city",87
"2017","Illinois","Freeport city",6
"2017","Illinois","Geneva city",34
"2017","Illinois","Glencoe village",7
"2017","Illinois","Hammond village",1
"2017","Illinois","Highwood city",14
"2017","Illinois","Hoffman village",24
"2017","Illinois","Joliet city",39
"2017","Illinois","Kane County",5
"2017","Illinois","Marion city",15
"2017","Illinois","McHenry city",16
"2017","Illinois","Midlothian village",18
"2017","Illinois","Monee village",75
"2017","Illinois","Morton village",26
"2017","Illinois","Springfield city",5
"2017","Indiana","Camden town",7
"2017","Indiana","Delaware County",21
"2017","Indiana","East Chicago city",2
"2017","Indiana","Jeffersonville city",4
"2017","Iowa","Independence city",23
"2017","Iowa","Tipton city",10
"2017","Iowa","Waterloo city",41
"2017","Iowa","Waverly city",29
"2017","Kansas","Edwardsville city",15
"2017","Kansas","Hutchinson city",17
"2017","Kentucky","Dayton city",9
"2017","Kentucky","Georgetown city",19
"2017","Louisiana","Baton Rouge city",3
"2017","Maine","Auburn city",15
"2017","Maine","Ellsworth city",26
"2017","Maine","Lebanon town",9
"2017","Maine","Newburgh town",9
"2017","Maine","Oakland town",3
"2017","Maryland","Rising Sun town",14
"2017","Massachusetts","Amherst town",1
"2017","Massachusetts","Boston city",5
"2017","Massachusetts","Brockton city",3
"2017","Massachusetts","Carver town",19
"2017","Massachusetts","Conway town",22
"2017","Massachusetts","Deerfield town",39
"2017","Massachusetts","Dover town",49
"2017","Massachusetts","Greenfield Town city",5
"2017","Massachusetts","Medford city",8
"2017","Massachusetts","Milford town",55
"2017","Massachusetts","North Reading town",31
"2017","Massachusetts","Whately town",19
"2017","Massachusetts","Winthrop Town city",26
"2017","Michigan","Albion city",29
"2017","Michigan","Armada village",20
"2017","Michigan","Bay County",20
"2017","Michigan","Casco township",10
"2017","Michigan","Dearborn city",12
"2017","Michigan","Dickinson County",2
"2017","Michigan","Flint city",1
"2017","Michigan","Garden City city",2
"2017","Michigan","Goodrich village",9
"2017","Michigan","Holly village",11
"2017","Michigan","Inkster city",5
"2017","Michigan","Kent City village",8
"2017","Michigan","Kent County",44
"2017","Michigan","Lake City city",1
"2017","Michigan","Lathrup Village city",7
"2017","Michigan","Lenox township",9
"2017","Michigan","Livonia city",25
"2017","Michigan","Lowell city",26
"2017","Michigan","Madison Heights city",18
"2017","Michigan","Manistee city",1
"2017","Michigan","Marquette city",1
"2017","Michigan","Memphis city",23
"2017","Michigan","New Haven village",8
"2017","Michigan","Norway city",23
"2017","Michigan","Ortonville village",1
"2017","Michigan","Romulus city",33
"2017","Michigan","Saginaw city",28
"2017","Michigan","Saline city",46
"2017","Michigan","St. Clair County",14
"2017","Michigan","Wixom city",5
"2017","Minnesota","Albertville city",9
"2017","Minnesota","Corcoran city",3
"2017","Minnesota","Elko New Market city",5
"2017","Minnesota","Eveleth city",6
"2017","Minnesota","Fairfax city",33
"2017","Minnesota","Fergus Falls city",30
"2017","Minnesota","Forest Lake city",5
"2017","Minnesota","Grand Marais city",16
"2017","Minnesota","Grant city",6
"2017","Minnesota","Kenyon city",6
"2017","Minnesota","Kettle River city",3
"2017","Minnesota","Koochiching County",1
"2017","Minnesota","Little Falls city",14
"2017","Minnesota","Mayer city",16
"2017","Minnesota","Minneapolis city",250
"2017","Minnesota","Minnetrista city",11
"2017","Minnesota","Montrose city",8
"2017","Minnesota","New Prague city",18
"2017","Minnesota","New Ulm city",21
"2017","Minnesota","Oak Grove city",1
"2017","Minnesota","Pierz city",19
"2017","Minnesota","Richmond city",2
"2017","Minnesota","Rockville city",1
"2017","Minnesota","St. Louis Park city",14
"2017","Minnesota","Winona city",3
"2017","Mississippi","Biloxi city",2
"2017","Mississippi","Carroll County",24
"2017","Mississippi","Starkville city",14
"2017","Missouri","Ava city",2
"2017","Missouri","Blue Springs city",14
"2017","Missouri","Boonville city",15
"2017","Missouri","Brentwood city",13
"2017","Missouri","Cape Girardeau city",17
"2017","Missouri","Caruthersville city",4
"2017","Missouri","Cuba city",2
"2017","Missouri","De Soto city",8
"2017","Missouri","Florissant city",14
"2017","Missouri","Fulton city",13
"2017","Missouri","Garden City city",14
"2017","Missouri","Jefferson City city",17
"2017","Missouri","Kimberling City city",1
"2017","Missouri","Republic city",5
"2017","Missouri","Seymour city",1
"2017","Missouri","St. Charles County",2
"2017","Missouri","St. Louis city",109
"2017","Missouri","Warrensburg city",16
"2017","Montana","Granite County",1
"2017","Montana","Laurel city",7
"2017","Montana","Mineral County",34
"2017","Montana","Philipsburg town",8
"2017","Montana","Whitefish city",18
"2017","Nebraska","Beatrice city",17
"2017","Nebraska","Bellevue city",17
"2017","Nebraska","Bridgeport city",8
"2017","Nebraska","Douglas County",7
"2017","Nebraska","Norfolk city",23
"2017","Nebraska","North Platte city",1
"2017","Nebraska","Omaha city",44
"2017","Nevada","North Las Vegas city",16
"2017","Nevada","Reno city",7
"2017","New Hampshire","Brookfield town",23
"2017","New Hampshire","Carroll County",45
"2017","New Hampshire","Claremont city",6
"2017","New Hampshire","Litchfield town",53
"2017","New Hampshire","Ossipee town",43
"2017","New Hampshire","Tamworth town",24
"2017","New Hampshire","Wakefield town",15
"2017","New Jersey","Asbury Park city",13
"2017","New Jersey","Belmar borough",11
"2017","New Jersey","Bloomingdale borough",17
"2017","New Jersey","Fanwood borough",6
"2017","New Jersey","Franklin borough",34
"2017","New Jersey","Gloucester City city",18
"2017","New Jersey","Hackensack city",22
"2017","New Jersey","Hamilton township",14
"2017","New Jersey","Hanover township",13
"2017","New Jersey","Hawthorne borough",11
"2017","New Jersey","Highlands borough",4
"2017","New Jersey","Howell township",36
"2017","New Jersey","Jersey City city",1
"2017","New Jersey","Linden city",11
"2017","New Jersey","Middlesex County",1
"2017","New Jersey","Middletown township",21
"2017","New Jersey","Milltown borough",1
"2017","New Jersey","Morris County",1
"2017","New Jersey","Neptune City borough",1
"2017","New Jersey","New Brunswick city",8
"2017","New Jersey","Red Bank borough",2
"2017","New Jersey","Vernon township",9
"2017","New Jersey","West Milford township",10
"2017","New Jersey","West Orange township",10
"2017","New Mexico","Albuquerque city",27
"2017","New Mexico","Las Vegas city",2
"2017","New Mexico","Taos County",15
"2017","New York","Dunkirk city",11
"2017","New York","Eden town",9
"2017","New York","Fishkill village",1
"2017","New York","Hempstead village",2
"2017","New York","Kingston city",44
"2017","New York","Long Beach city",21
"2017","New York","Mount Vernon city",2
"2017","New York","New Paltz village",1
"2017","New York","Plattsburgh city",25
"2017","New York","Rochester city",12
"2017","New York","Rye city",11
"2017","New York","Schenectady city",19
"2017","New York","Tuckahoe village",20
"2017","New York","Webster town",39
"2017","North Carolina","Alexander County",12
"2017","North Carolina","Beaufort County",24
"2017","North Carolina","Bladen County",22
"2017","North Carolina","Buncombe County",27
"2017","North Carolina","Burlington city",5
"2017","North Carolina","Dare County",3
"2017","North Carolina","Duck town",1
"2017","North Carolina","Durham city",16
"2017","North Carolina","Edenton town",15
"2017","North Carolina","Edgecombe County",18
"2017","North Carolina","Fayetteville city",14
"2017","North Carolina","Garner town",1
"2017","North Carolina","Haywood County",14
"2017","North Carolina","Holly Springs town",12
"2017","North Carolina","Jacksonville city",28
"2017","North Carolina","Kill Devil Hills town",8
"2017","North Carolina","Kitty Hawk town",6
"2017","North Carolina","Lake Lure town",4
"2017","North Carolina","Lenoir city",2
"2017","North Carolina","Lewisville town",4
"2017","North Carolina","Macon County",13
"2017","North Carolina","Madison County",17
"2017","North Carolina","Morganton city",11
"2017","North Carolina","Nashville town",8
"2017","North Carolina","New Bern city",14
"2017","North Carolina","Onslow County",11
"2017","North Carolina","Pitt County",31
"2017","North Carolina","Smithfield town",6
"2017","North Carolina","Sunset Beach town",28
"2017","North Carolina","Waxhaw town",22
"2017","North Dakota","Fargo city",3
"2017","Ohio","Akron city",4
"2017","Ohio","Athens city",20
"2017","Ohio","Beavercreek city",1
"2017","Ohio","Brook Park city",21
"2017","Ohio","Brooklyn city",12
"2017","Ohio","Bryan city",21
"2017","Ohio","Chilo village",3
"2017","Ohio","Columbus city",30
"2017","Ohio","Defiance city",7
"2017","Ohio","Dublin city",20
"2017","Ohio","East Cleveland city",85
"2017","Ohio","Forest Park city",50
"2017","Ohio","Green city",4
"2017","Ohio","Hicksville village",27
"2017","Ohio","Kent city",1
"2017","Ohio","Lima city",10
"2017","Ohio","Lordstown village",6
"2017","Ohio","Macedonia city",13
"2017","Ohio","Mentor city",7
"2017","Ohio","Middletown city",17
"2017","Ohio","New Concord village",1
"2017","Ohio","New Paris village",5
"2017","Ohio","North Canton city",5
"2017","Ohio","Port Clinton city",21
"2017","Ohio","St. Marys city",10
"2017","Ohio","Steubenville city",3
"2017","Ohio","Twinsburg city",15
"2017","Ohio","University Heights city",1
"2017","Ohio","Vandalia city",12
"2017","Ohio","Waynesfield village",3
"2017","Ohio","West Milton village",10
"2017","Ohio","Whitehall city",5
"2017","Ohio","Xenia city",5
"2017","Oklahoma","Bethany city",16
"2017","Oklahoma","El Reno city",1
"2017","Oklahoma","Enid city",3
"2017","Oklahoma","Freedom town",47
"2017","Oklahoma","Guthrie city",9
"2017","Oklahoma","Henryetta city",5
"2017","Oklahoma","Logan County",25
