"transcript_year","state_name","place_name","n"
"2010","Alabama","Gadsden city",1
"2010","Alabama","Hamilton city",1
"2010","Alabama","Leeds city",3
"2010","Arkansas","Fayetteville city",3
"2010","California","Alameda city",17
"2010","California","Emeryville city",1
"2010","California","Lassen County",9
"2010","California","Norco city",11
"2010","California","San Bruno city",220
"2010","California","Susanville city",3
"2010","California","West Covina city",4
"2010","California","Wildomar city",1
"2010","Colorado","Denver city",1
"2010","Florida","Collier County",5
"2010","Florida","Titusville city",2
"2010","Illinois","DeKalb city",3
"2010","Illinois","Elmhurst city",46
"2010","Illinois","Evanston city",31
"2010","Indiana","East Chicago city",4
"2010","Massachusetts","North Reading town",45
"2010","Michigan","Flint city",1
"2010","Michigan","Lake City city",1
"2010","Minnesota","Belle Plaine city",17
"2010","Minnesota","Burnsville city",8
"2010","Minnesota","Minnesota City city",2
"2010","Minnesota","Willmar city",3
"2010","Mississippi","Biloxi city",1
"2010","Missouri","Raytown city",2
"2010","Missouri","St. Charles County",22
"2010","New Jersey","Dumont borough",4
"2010","New Jersey","Hanover township",15
"2010","New Jersey","River Edge borough",1
"2010","New York","Goshen village",370
"2010","North Carolina","Catawba County",4
"2010","North Carolina","Catawba town",4
"2010","North Carolina","Gates County",1
"2010","North Carolina","Sparta town",6
"2010","Ohio","Amelia village",1
"2010","Oregon","Cascade Locks city",3
"2010","Oregon","Portland city",4
"2010","Pennsylvania","Darby borough",1
"2010","Pennsylvania","Madison borough",37
"2010","South Carolina","Cayce city",2
"2010","South Carolina","Spartanburg County",2
"2010","South Dakota","Sioux Falls city",1
"2010","Tennessee","Algood city",1
"2010","Tennessee","Nashville-Davidson metropolitan government (balance)",1
"2010","Texas","Kerrville city",4
"2010","Texas","Muleshoe city",2
"2010","Texas","Rose City city",29
"2010","Texas","Stephenville city",2
"2010","Texas","Venus town",1
"2010","Virginia","Poquoson city",1
"2011","Alabama","Cullman city",6
"2011","Alabama","Gadsden city",31
"2011","Alabama","Hamilton city",15
"2011","Arizona","Nogales city",4
"2011","Arizona","Tucson city",1
"2011","Arkansas","Arkansas City city",1
"2011","Arkansas","Fayetteville city",16
"2011","California","Alameda city",2
"2011","California","Emeryville city",10
"2011","California","Lassen County",3
"2011","California","Norco city",7
"2011","California","Norwalk city",3
"2011","California","San Bruno city",230
"2011","California","Susanville city",11
"2011","California","West Covina city",9
"2011","California","Westminster city",29
"2011","Colorado","Denver city",1
"2011","Florida","Orlando city",16
"2011","Georgia","Milledgeville city",10
"2011","Georgia","Pickens County",1
"2011","Illinois","Elmhurst city",36
"2011","Illinois","Evanston city",28
"2011","Illinois","Naperville city",11
"2011","Indiana","East Chicago city",1
"2011","Maine","Oakland town",1
"2011","Massachusetts","North Reading town",22
"2011","Michigan","Benton Harbor city",11
"2011","Michigan","Southfield city",10
"2011","Minnesota","Kenyon city",1
"2011","Minnesota","Willmar city",13
"2011","Missouri","Buffalo city",2
"2011","Missouri","Raytown city",29
"2011","Nebraska","Douglas County",20
"2011","Nebraska","Omaha city",20
"2011","Nevada","Reno city",3
"2011","New Hampshire","Carroll County",3
"2011","New Hampshire","Litchfield town",1
"2011","New Jersey","Clementon borough",2
"2011","New Jersey","Dumont borough",2
"2011","New Jersey","Edgewater borough",20
"2011","New Jersey","Fort Lee borough",1
"2011","New Jersey","Gloucester City city",6
"2011","New Jersey","Linden city",3
"2011","New Jersey","Pine Hill borough",1
"2011","New York","Eden town",3
"2011","New York","Goshen village",68
"2011","New York","Tuckahoe village",2
"2011","North Carolina","Alexander County",1
"2011","North Carolina","Buncombe County",25
"2011","North Carolina","Burke County",1
"2011","North Carolina","Burlington city",1
"2011","North Carolina","Durham city",21
"2011","North Carolina","Morganton city",14
"2011","North Carolina","Pitt County",11
"2011","North Carolina","Pittsboro town",1
"2011","North Carolina","Smithfield town",3
"2011","Ohio","Amelia village",22
"2011","Ohio","Bowling Green city",1
"2011","Ohio","East Cleveland city",1
"2011","Ohio","New Paris village",13
"2011","Ohio","Stow city",8
"2011","Oklahoma","Freedom town",1
"2011","Oklahoma","Moore city",2
"2011","Oklahoma","Oklahoma City city",5
"2011","Oregon","Cascade Locks city",30
"2011","Oregon","Eugene city",23
"2011","Oregon","Lincoln City city",1
"2011","Oregon","Salem city",4
"2011","Pennsylvania","Darby borough",2
"2011","Pennsylvania","Elizabeth borough",7
"2011","Pennsylvania","Luzerne County",2
"2011","South Carolina","North Charleston city",5
"2011","South Carolina","Spartanburg County",4
"2011","Tennessee","Algood city",20
"2011","Tennessee","Nashville-Davidson metropolitan government (balance)",2
"2011","Texas","Floresville city",5
"2011","Texas","Granbury city",7
"2011","Texas","Kerrville city",2
"2011","Texas","Lake City town",41
"2011","Texas","Lakeside City town",9
"2011","Texas","Lubbock city",3
"2011","Texas","Muleshoe city",15
"2011","Texas","Venus town",3
"2011","Virginia","Danville city",4
"2011","Virginia","Poquoson city",40
"2011","Virginia","Shenandoah County",6
"2011","Virginia","Woodstock town",2
"2011","Washington","Auburn city",1
"2011","Washington","Gold Bar city",2
"2011","West Virginia","Morgantown city",2
"2011","Wisconsin","Platteville city",1
"2012","Alabama","Cullman city",12
"2012","Alabama","Gadsden city",46
"2012","Alabama","Hamilton city",31
"2012","Alabama","Jackson County",8
"2012","Alabama","Marion County",5
"2012","Alabama","Scottsboro city",8
"2012","Arizona","Cottonwood city",7
"2012","Arizona","Nogales city",6
"2012","Arkansas","Arkansas City city",4
"2012","Arkansas","Fayetteville city",2
"2012","California","Alameda city",5
"2012","California","Atherton town",17
"2012","California","Emeryville city",5
"2012","California","Inglewood city",5
"2012","California","Lassen County",10
"2012","California","Monrovia city",1
"2012","California","Oceanside city",4
"2012","California","San Anselmo town",5
"2012","California","San Bruno city",210
"2012","California","San Joaquin County",2
"2012","California","Stockton city",8
"2012","California","Susanville city",13
"2012","California","Temecula city",1
"2012","California","West Covina city",16
"2012","Colorado","Trinidad city",42
"2012","Florida","Orlando city",15
"2012","Georgia","Franklin County",2
"2012","Georgia","Milledgeville city",20
"2012","Georgia","Pickens County",1
"2012","Illinois","Chicago city",10
"2012","Illinois","Elmhurst city",22
"2012","Illinois","Evanston city",64
"2012","Illinois","Joliet city",4
"2012","Illinois","Monee village",14
"2012","Illinois","Morton village",11
"2012","Illinois","Naperville city",1
"2012","Kentucky","Ohio County",1
"2012","Massachusetts","Amherst town",1
"2012","Massachusetts","Boston city",2
"2012","Massachusetts","Milford town",6
"2012","Massachusetts","North Reading town",4
"2012","Michigan","Armada village",8
"2012","Michigan","Casco township",2
"2012","Michigan","Flint city",14
"2012","Michigan","Lake City city",5
"2012","Michigan","Marquette city",1
"2012","Michigan","Memphis city",7
"2012","Michigan","Norway city",9
"2012","Michigan","Southfield city",13
"2012","Michigan","St. Clair County",10
"2012","Michigan","Trenton city",1
"2012","Minnesota","Cannon Falls city",6
"2012","Minnesota","Chanhassen city",2
"2012","Minnesota","Goodhue County",1
"2012","Minnesota","Kenyon city",1
"2012","Minnesota","Willmar city",15
"2012","Missouri","Brentwood city",1
"2012","Missouri","Buffalo city",16
"2012","Missouri","Centralia city",1
"2012","Missouri","Jefferson City city",34
"2012","Missouri","Mexico city",5
"2012","Missouri","Mountain Grove city",4
"2012","Missouri","Raytown city",3
"2012","Missouri","St. Charles County",7
"2012","Montana","Superior town",4
"2012","Nebraska","Douglas County",12
"2012","Nebraska","Omaha city",25
"2012","Nevada","Reno city",7
"2012","New Hampshire","Carroll County",1
"2012","New Jersey","Bloomingdale borough",6
"2012","New Jersey","Camden County",1
"2012","New Jersey","Camden city",5
"2012","New Jersey","Clementon borough",8
"2012","New Jersey","Dumont borough",1
"2012","New Jersey","Franklin borough",4
"2012","New Jersey","Gloucester City city",12
"2012","New Jersey","Hanover township",14
"2012","New Jersey","Linden city",1
"2012","New Jersey","Lindenwold borough",2
"2012","New Jersey","North Bergen township",6
"2012","New Jersey","Stratford borough",1
"2012","New York","Delaware town",3
"2012","New York","Eden town",17
"2012","New York","Goshen village",27
"2012","New York","Hempstead village",1
"2012","New York","Plattsburgh city",4
"2012","New York","Webster town",1
"2012","North Carolina","Alexander County",12
"2012","North Carolina","Buncombe County",23
"2012","North Carolina","Burlington city",4
"2012","North Carolina","Durham city",8
"2012","North Carolina","Gates County",3
"2012","North Carolina","Kill Devil Hills town",12
"2012","North Carolina","Morganton city",12
"2012","North Carolina","Pitt County",38
"2012","North Carolina","Smithfield town",1
"2012","Ohio","Amelia village",6
"2012","Ohio","Bowling Green city",32
"2012","Ohio","Columbus city",1
"2012","Ohio","Dublin city",4
"2012","Ohio","East Cleveland city",4
"2012","Ohio","Heath city",31
"2012","Ohio","Lima city",6
"2012","Ohio","Medina city",3
"2012","Ohio","New Paris village",10
"2012","Ohio","Port Clinton city",4
"2012","Ohio","Stow city",13
"2012","Ohio","Sunbury village",9
"2012","Ohio","West Milton village",4
"2012","Oklahoma","Freedom town",2
"2012","Oklahoma","Moore city",8
"2012","Oklahoma","Oklahoma City city",30
"2012","Oklahoma","Stillwater city",3
"2012","Oklahoma","Woods County",1
"2012","Oregon","Cascade Locks city",1
"2012","Oregon","Eugene city",62
"2012","Oregon","Lincoln City city",9
"2012","Oregon","Portland city",6
"2012","Oregon","Salem city",6
"2012","Pennsylvania","Bellevue borough",1
"2012","Pennsylvania","Bristol borough",12
"2012","Pennsylvania","Darby borough",1
"2012","Pennsylvania","Elizabeth borough",50
"2012","Pennsylvania","Folcroft borough",6
"2012","Pennsylvania","Madison borough",9
"2012","Pennsylvania","Northumberland County",1
"2012","Pennsylvania","Titusville city",1
"2012","South Carolina","Newberry city",4
"2012","South Carolina","Spartanburg County",1
"2012","South Dakota","Pennington County",5
"2012","South Dakota","Sioux Falls city",50
"2012","Tennessee","Algood city",14
"2012","Tennessee","Blount County",15
"2012","Tennessee","Bristol city",9
"2012","Tennessee","Caryville town",1
"2012","Tennessee","Nashville-Davidson metropolitan government (balance)",25
"2012","Texas","Coffee City town",4
"2012","Texas","Dallas city",2
"2012","Texas","Floresville city",25
"2012","Texas","Granbury city",14
"2012","Texas","Highland Village city",1
"2012","Texas","Hood County",1
"2012","Texas","Killeen city",4
"2012","Texas","Lake City town",3
"2012","Texas","Lubbock city",1
"2012","Texas","Miami city",17
"2012","Texas","Missouri City city",5
"2012","Texas","Muleshoe city",15
"2012","Texas","Wilson County",5
"2012","Utah","Leeds town",1
"2012","Utah","West Valley City city",30
"2012","Virginia","Abingdon town",1
"2012","Virginia","Danville city",8
"2012","Virginia","Hampton city",4
"2012","Virginia","Montgomery County",12
"2012","Virginia","Poquoson city",12
"2012","Virginia","Portsmouth city",15
"2012","Washington","Gold Bar city",23
"2012","Washington","Pacific city",7
"2012","Washington","Renton city",31
"2012","Washington","Spokane city",10
"2012","West Virginia","Morgantown city",10
"2012","Wisconsin","Platteville city",8
"2013","Alabama","Andalusia city",15
"2013","Alabama","Brewton city",17
"2013","Alabama","Gadsden city",29
"2013","Alabama","Hackleburg town",2
"2013","Alabama","Hamilton city",34
"2013","Alabama","Huntsville city",2
"2013","Alabama","Jackson County",17
"2013","Alabama","Marion County",19
"2013","Alabama","Montgomery city",1
"2013","Alabama","Scottsboro city",58
"2013","Arizona","Cottonwood city",3
"2013","Arizona","Nogales city",3
"2013","Arizona","Tucson city",2
"2013","Arkansas","Arkansas City city",3
"2013","Arkansas","Fayetteville city",2
"2013","California","Albany city",3
"2013","California","Atherton town",42
"2013","California","Atwater city",1
"2013","California","Emeryville city",60
"2013","California","Fairfax town",2
"2013","California","Half Moon Bay city",1
"2013","California","Inglewood city",10
"2013","California","Lassen County",19
"2013","California","Oakland city",2
"2013","California","Oceanside city",2
"2013","California","Ojai city",3
"2013","California","Pacifica city",21
"2013","California","Perris city",2
"2013","California","San Anselmo town",1
"2013","California","San Bruno city",216
"2013","California","South Lake Tahoe city",1
"2013","California","Stockton city",1
"2013","California","Susanville city",69
"2013","California","Temecula city",6
"2013","California","West Covina city",17
"2013","California","Westminster city",1
"2013","Colorado","Dillon town",1
"2013","Colorado","Lakewood city",5
"2013","Colorado","Las Animas County",1
"2013","Colorado","Trinidad city",6
"2013","Florida","Orlando city",19
"2013","Georgia","Brookhaven city",2
"2013","Georgia","Forsyth County",6
"2013","Georgia","Milledgeville city",18
"2013","Georgia","Pickens County",2
"2013","Illinois","Bartlett village",20
"2013","Illinois","Batavia city",5
"2013","Illinois","Chicago city",19
"2013","Illinois","Darien city",2
"2013","Illinois","East St. Louis city",2
"2013","Illinois","Elmhurst city",26
"2013","Illinois","Evanston city",57
"2013","Illinois","Hoffman village",1
"2013","Illinois","Joliet city",26
"2013","Illinois","Monee village",42
"2013","Illinois","Monticello city",1
"2013","Illinois","Morton village",31
"2013","Illinois","Naperville city",1
"2013","Illinois","Wilmington city",5
"2013","Indiana","East Chicago city",4
"2013","Iowa","Waterloo city",39
"2013","Kentucky","Dayton city",2
"2013","Kentucky","Georgetown city",3
"2013","Kentucky","Ohio County",2
"2013","Maine","Oakland town",1
"2013","Massachusetts","Brockton city",1
"2013","Massachusetts","Dover town",16
"2013","Massachusetts","Milford town",33
"2013","Massachusetts","North Reading town",5
"2013","Michigan","Armada village",21
"2013","Michigan","Casco township",7
"2013","Michigan","Garden City city",1
"2013","Michigan","Lake City city",9
"2013","Michigan","Lenox township",2
"2013","Michigan","Manistee city",1
"2013","Michigan","Mason city",1
"2013","Michigan","Memphis city",20
"2013","Michigan","New Haven village",5
"2013","Michigan","Norway city",18
"2013","Michigan","Saginaw city",4
"2013","Michigan","Saline city",16
"2013","Michigan","South Lyon city",5
"2013","Michigan","Southfield city",16
"2013","Michigan","St. Clair County",17
"2013","Michigan","Union City village",1
"2013","Minnesota","Cannon Falls city",1
"2013","Minnesota","Chanhassen city",7
"2013","Minnesota","Fergus Falls city",2
"2013","Minnesota","Kenyon city",2
"2013","Minnesota","Minnesota City city",1
"2013","Minnesota","Montrose city",3
"2013","Minnesota","Owatonna city",10
"2013","Minnesota","St. Louis Park city",6
"2013","Minnesota","Willmar city",26
"2013","Mississippi","Oxford city",2
"2013","Missouri","Blue Springs city",6
"2013","Missouri","Boonville city",12
"2013","Missouri","Brentwood city",7
"2013","Missouri","Buffalo city",9
"2013","Missouri","Cape Girardeau city",1
"2013","Missouri","Florissant city",3
"2013","Missouri","Garden City city",1
"2013","Missouri","Jefferson City city",32
"2013","Missouri","Mountain Grove city",2
"2013","Missouri","Raytown city",3
"2013","Missouri","St. Charles County",27
"2013","Missouri","Ste. Genevieve city",1
"2013","Montana","Superior town",7
"2013","Nebraska","Douglas County",14
"2013","Nebraska","Norfolk city",9
"2013","Nebraska","Omaha city",32
"2013","Nevada","Reno city",8
"2013","New Hampshire","Carroll County",1
"2013","New Hampshire","Claremont city",1
"2013","New Hampshire","Litchfield town",6
"2013","New Jersey","Audubon borough",2
"2013","New Jersey","Bloomingdale borough",9
"2013","New Jersey","Franklin borough",9
"2013","New Jersey","Gloucester City city",14
"2013","New Jersey","Hackensack city",7
"2013","New Jersey","Hanover township",9
"2013","New Jersey","Hasbrouck Heights borough",6
"2013","New Jersey","Highlands borough",4
"2013","New Jersey","Jersey City city",5
"2013","New Jersey","Middletown township",17
"2013","New Jersey","New Brunswick city",7
"2013","New Jersey","North Bergen township",2
"2013","New Mexico","Taos County",4
"2013","New York","Callicoon town",7
"2013","New York","Delaware town",10
"2013","New York","Eden town",15
"2013","New York","Fremont town",2
"2013","New York","Goshen village",21
"2013","New York","Liberty town",2
"2013","New York","Monticello village",8
"2013","New York","Schenectady city",20
"2013","New York","Sullivan County",12
"2013","New York","Thompson town",1
"2013","New York","Tuckahoe village",4
"2013","New York","Tusten town",3
"2013","New York","Webster town",4
"2013","North Carolina","Alexander County",18
"2013","North Carolina","Buncombe County",13
"2013","North Carolina","Burlington city",13
"2013","North Carolina","Cleveland County",27
"2013","North Carolina","Durham city",22
"2013","North Carolina","Edenton town",3
"2013","North Carolina","Graham County",17
"2013","North Carolina","Jacksonville city",2
"2013","North Carolina","Kill Devil Hills town",10
"2013","North Carolina","Lewisville town",7
"2013","North Carolina","Morganton city",15
"2013","North Carolina","Pitt County",26
"2013","North Carolina","Pittsboro town",7
"2013","North Carolina","Smithfield town",3
"2013","Ohio","Amelia village",2
"2013","Ohio","Bettsville village",1
"2013","Ohio","Bowling Green city",17
"2013","Ohio","Brooklyn city",1
"2013","Ohio","Columbus city",3
"2013","Ohio","Dublin city",9
"2013","Ohio","East Cleveland city",4
"2013","Ohio","Forest Park city",7
"2013","Ohio","Heath city",13
"2013","Ohio","Lima city",21
"2013","Ohio","Lordstown village",4
"2013","Ohio","Medina city",9
"2013","Ohio","New Paris village",11
"2013","Ohio","Port Clinton city",9
"2013","Ohio","Reminderville village",2
"2013","Ohio","St. Marys city",20
"2013","Ohio","Stow city",23
"2013","Ohio","Sunbury village",17
"2013","Ohio","Twinsburg city",3
"2013","Ohio","Wauseon city",5
"2013","Ohio","West Milton village",4
"2013","Oklahoma","Bartlesville city",20
"2013","Oklahoma","Freedom town",6
"2013","Oklahoma","Miami city",7
"2013","Oklahoma","Moore city",3
"2013","Oklahoma","Oklahoma City city",41
"2013","Oklahoma","Stillwater city",20
"2013","Oklahoma","Woods County",2
"2013","Oregon","Albany city",10
"2013","Oregon","Eugene city",64
"2013","Oregon","Hillsboro city",2
"2013","Oregon","Lincoln City city",11
"2013","Oregon","Portland city",1
"2013","Oregon","Salem city",3
"2013","Pennsylvania","Bellevue borough",1
"2013","Pennsylvania","Bristol borough",11
"2013","Pennsylvania","Elizabeth borough",25
"2013","Pennsylvania","Folcroft borough",1
"2013","Pennsylvania","Homer City borough",4
"2013","Pennsylvania","Madison borough",5
"2013","Pennsylvania","Munhall borough",1
"2013","Pennsylvania","Tamaqua borough",1
"2013","Pennsylvania","Titusville city",2
"2013","Pennsylvania","Yeadon borough",1
"2013","Rhode Island","North Smithfield town",2
"2013","South Carolina","Anderson city",11
"2013","South Carolina","Dillon County",1
"2013","South Carolina","North Charleston city",1
"2013","South Dakota","Dell Rapids city",1
"2013","South Dakota","Hot Springs city",9
"2013","South Dakota","Pennington County",5
"2013","South Dakota","Sioux Falls city",208
"2013","Tennessee","Algood city",14
"2013","Tennessee","Blount County",39
"2013","Tennessee","Jefferson County",3
"2013","Tennessee","Nashville-Davidson metropolitan government (balance)",123
"2013","Tennessee","Newport city",3
"2013","Texas","Aspermont town",5
"2013","Texas","Brackettville city",1
"2013","Texas","Dallas city",2
"2013","Texas","Denison city",19
"2013","Texas","Floresville city",7
"2013","Texas","Granbury city",13
"2013","Texas","Highland Village city",8
"2013","Texas","Lake City town",6
"2013","Texas","Lubbock city",1
"2013","Texas","Miami city",33
"2013","Texas","Missouri City city",2
"2013","Texas","Muleshoe city",13
"2013","Texas","Pearsall city",1
"2013","Texas","Potter County",2
"2013","Texas","Stephenville city",4
"2013","Texas","Stonewall County",1
"2013","Texas","Wilson County",1
"2013","Utah","Leeds town",2
"2013","Utah","West Jordan city",1
"2013","Utah","West Valley City city",37
"2013","Vermont","Burlington city",3
"2013","Vermont","Charlotte town",4
"2013","Vermont","Winooski city",2
"2013","Virginia","Cape Charles town",1
"2013","Virginia","Danville city",1
"2013","Virginia","Hampton city",2
"2013","Virginia","Montgomery County",32
"2013","Virginia","Orange County",8
"2013","Virginia","Poquoson city",10
"2013","Virginia","Portsmouth city",28
"2013","Washington","Bothell city",2
"2013","Washington","Gold Bar city",9
"2013","Washington","Issaquah city",4
"2013","Washington","Pacific city",20
"2013","Washington","Renton city",28
"2013","Washington","Whatcom County",22
"2013","Washington","Yakima city",1
"2013","West Virginia","Morgantown city",5
"2013","Wisconsin","Amery city",5
"2013","Wisconsin","Milton city",14
"2013","Wisconsin","Nekoosa city",5
"2013","Wisconsin","Oshkosh city",16
"2013","Wisconsin","Platteville city",5
"2013","Wisconsin","Sun Prairie city",2
"2013","Wisconsin","Wood County",4
"2013","Wyoming","Riverton city",3
"2014","Alabama","Andalusia city",17
"2014","Alabama","Brewton city",13
"2014","Alabama","Fort Payne city",2
"2014","Alabama","Gadsden city",16
"2014","Alabama","Hackleburg town",1
"2014","Alabama","Hamilton city",29
"2014","Alabama","Huntsville city",9
"2014","Alabama","Jackson County",23
"2014","Alabama","Marion County",16
"2014","Alabama","Scottsboro city",41
"2014","Alabama","Union Springs city",1
"2014","Arizona","Chino Valley town",8
"2014","Arizona","Cottonwood city",4
"2014","Arizona","Lake Havasu City city",1
"2014","Arizona","Nogales city",7
"2014","Arizona","Sahuarita town",1
"2014","Arkansas","Arkansas City city",2
"2014","Arkansas","Bella Vista city",4
"2014","Arkansas","Dermott city",2
"2014","Arkansas","Fayetteville city",2
"2014","California","Adelanto city",2
"2014","California","Albany city",6
"2014","California","Anaheim city",2
"2014","California","Angels city",1
"2014","California","Atherton town",95
"2014","California","Atwater city",9
"2014","California","Burbank city",3
"2014","California","Calaveras County",1
"2014","California","Ceres city",5
"2014","California","Chico city",19
"2014","California","Corona city",1
"2014","California","Emeryville city",122
"2014","California","Fairfax town",1
"2014","California","Glendale city",2
"2014","California","Half Moon Bay city",10
"2014","California","Inglewood city",8
"2014","California","Lassen County",68
"2014","California","Oakland city",1
"2014","California","Oceanside city",3
"2014","California","Ojai city",2
"2014","California","Pacifica city",22
"2014","California","Riverbank city",15
"2014","California","San Anselmo town",2
"2014","California","San Bernardino city",3
"2014","California","San Bruno city",179
"2014","California","San Mateo city",2
"2014","California","Santa Ana city",1
"2014","California","Susanville city",115
"2014","California","Temecula city",3
"2014","California","Temple City city",4
"2014","California","Watsonville city",1
"2014","California","West Covina city",2
"2014","California","Wildomar city",6
"2014","California","Yuba City city",205
"2014","Colorado","Alamosa city",2
"2014","Colorado","Dillon town",6
"2014","Colorado","Lakewood city",5
"2014","Colorado","Thornton city",14
"2014","Florida","Orlando city",7
"2014","Florida","Palm Beach town",5
"2014","Florida","Titusville city",1
"2014","Georgia","Brookhaven city",1
"2014","Georgia","Forsyth County",8
"2014","Georgia","Milledgeville city",12
"2014","Georgia","Pickens County",2
"2014","Idaho","Post Falls city",7
"2014","Illinois","Bartlett village",32
"2014","Illinois","Batavia city",7
"2014","Illinois","Chicago city",27
"2014","Illinois","DeKalb city",1
"2014","Illinois","Elmhurst city",11
"2014","Illinois","Elwood village",3
"2014","Illinois","Evanston city",46
"2014","Illinois","Geneva city",7
"2014","Illinois","Highwood city",2
"2014","Illinois","Joliet city",11
"2014","Illinois","Monee village",50
"2014","Illinois","Morton village",25
"2014","Illinois","Naperville city",2
"2014","Illinois","Wilmington city",5
"2014","Indiana","East Chicago city",12
"2014","Indiana","Jeffersonville city",1
"2014","Iowa","Waterloo city",15
"2014","Iowa","Waverly city",1
"2014","Kansas","Hutchinson city",8
"2014","Kentucky","Dayton city",6
"2014","Kentucky","Georgetown city",7
"2014","Louisiana","Baton Rouge city",1
"2014","Maine","Ellsworth city",2
"2014","Maryland","Rising Sun town",1
"2014","Massachusetts","Dover town",18
"2014","Massachusetts","Milford town",15
"2014","Massachusetts","North Reading town",4
"2014","Massachusetts","Winthrop Town city",3
"2014","Michigan","Armada village",16
"2014","Michigan","Casco township",5
"2014","Michigan","Dickinson County",1
"2014","Michigan","Flint city",1
"2014","Michigan","Garden City city",1
"2014","Michigan","Goodrich village",4
"2014","Michigan","Lake City city",6
"2014","Michigan","Lenox township",1
"2014","Michigan","Lowell city",24
"2014","Michigan","Manistee city",10
"2014","Michigan","Memphis city",15
"2014","Michigan","Norway city",3
"2014","Michigan","Oakland County",1
"2014","Michigan","Romulus city",23
"2014","Michigan","Saginaw city",2
"2014","Michigan","Saline city",29
"2014","Michigan","South Lyon city",9
"2014","Michigan","Southfield city",9
"2014","Michigan","St. Clair County",12
"2014","Michigan","Union City village",7
"2014","Minnesota","Breezy Point city",3
"2014","Minnesota","Chanhassen city",12
"2014","Minnesota","Eveleth city",1
"2014","Minnesota","Fergus Falls city",2
"2014","Minnesota","Kenyon city",3
"2014","Minnesota","Mayer city",1
"2014","Minnesota","Minneapolis city",84
"2014","Minnesota","Minnetrista city",3
"2014","Minnesota","Montrose city",2
"2014","Minnesota","New Ulm city",8
"2014","Minnesota","North Branch city",4
"2014","Minnesota","Pierz city",17
"2014","Minnesota","St. Louis Park city",4
"2014","Minnesota","Willmar city",5
"2014","Mississippi","Starkville city",13
"2014","Missouri","Blue Springs city",11
"2014","Missouri","Boonville city",22
"2014","Missouri","Brentwood city",3
"2014","Missouri","Florissant city",10
"2014","Missouri","Jefferson City city",10
"2014","Missouri","Lebanon city",3
"2014","Missouri","Mexico city",8
"2014","Missouri","St. Charles County",15
"2014","Missouri","St. Louis County",1
"2014","Missouri","St. Louis city",27
"2014","Montana","Superior town",3
"2014","Nebraska","Beatrice city",1
"2014","Nebraska","Bellevue city",2
"2014","Nebraska","Bridgeport city",5
"2014","Nebraska","Douglas County",11
"2014","Nebraska","Norfolk city",26
"2014","Nebraska","Omaha city",21
"2014","Nevada","North Las Vegas city",1
"2014","New Hampshire","Claremont city",1
"2014","New Hampshire","Litchfield town",16
"2014","New Jersey","Bloomingdale borough",9
"2014","New Jersey","Dumont borough",2
"2014","New Jersey","Fanwood borough",1
"2014","New Jersey","Franklin borough",5
"2014","New Jersey","Garwood borough",15
"2014","New Jersey","Gloucester City city",13
"2014","New Jersey","Hackensack city",9
"2014","New Jersey","Hamilton township",2
"2014","New Jersey","Hanover township",10
"2014","New Jersey","Jersey City city",1
"2014","New Jersey","Linden city",2
"2014","New Jersey","Middletown township",18
"2014","New Jersey","Milltown borough",1
"2014","New Jersey","New Brunswick city",2
"2014","New Jersey","North Bergen township",1
"2014","New Jersey","Plainfield city",1
"2014","New Jersey","Red Bank borough",2
"2014","New Jersey","Vernon township",6
"2014","New Mexico","Las Vegas city",1
"2014","New Mexico","Taos County",23
"2014","New Mexico","Torrance County",9
"2014","New York","Callicoon town",4
"2014","New York","Delaware town",5
"2014","New York","Eden town",14
"2014","New York","Fishkill village",5
"2014","New York","Kingston city",4
"2014","New York","Monticello village",2
"2014","New York","Plattsburgh city",5
"2014","New York","Port Jervis city",3
"2014","New York","Rye city",18
"2014","New York","Schenectady city",5
"2014","New York","Sullivan County",2
"2014","New York","Thompson town",1
"2014","New York","Tuckahoe village",15
"2014","New York","Tusten town",1
"2014","New York","Webster town",5
"2014","North Carolina","Alexander County",10
"2014","North Carolina","Buncombe County",14
"2014","North Carolina","Burlington city",8
"2014","North Carolina","Cleveland County",26
"2014","North Carolina","Durham city",17
"2014","North Carolina","Graham County",4
"2014","North Carolina","Holly Springs town",1
"2014","North Carolina","Jacksonville city",1
"2014","North Carolina","Kill Devil Hills town",1
"2014","North Carolina","Kitty Hawk town",4
"2014","North Carolina","Morganton city",8
"2014","North Carolina","Pitt County",23
"2014","North Carolina","Pittsboro town",4
"2014","Ohio","Athens city",2
"2014","Ohio","Bettsville village",2
"2014","Ohio","Bowling Green city",20
"2014","Ohio","Clayton city",4
"2014","Ohio","Columbus city",5
"2014","Ohio","Dublin city",14
"2014","Ohio","East Cleveland city",39
"2014","Ohio","Forest Park city",16
"2014","Ohio","Heath city",2
"2014","Ohio","Lima city",16
"2014","Ohio","Lordstown village",1
"2014","Ohio","New Paris village",8
"2014","Ohio","Plain City village",4
"2014","Ohio","Port Clinton city",15
"2014","Ohio","Portage village",2
"2014","Ohio","Reminderville village",3
"2014","Ohio","St. Marys city",15
"2014","Ohio","Steubenville city",6
"2014","Ohio","Stow city",15
"2014","Ohio","Sunbury village",33
"2014","Ohio","Twinsburg city",9
"2014","Ohio","Vandalia city",1
"2014","Ohio","Wauseon city",4
"2014","Ohio","West Milton village",8
"2014","Ohio","Whitehall city",9
"2014","Oklahoma","Bartlesville city",12
"2014","Oklahoma","Freedom town",5
"2014","Oklahoma","Moore city",4
